categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;Column1;_1
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,18/08/2021,05:57,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:57,6:00:00 AM,8,VILLA LUGANO,,,-34.67115223,-58.49071103,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,05:58,6:00:00 AM,15,PATERNAL,,,-34.59835754,-58.46911672,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,20/08/2021,05:58,6:00:00 AM,11,VILLA DEL PARQUE,CONCORDIA,3371,-34.60113479,-58.50120415,App BA 147,Masculino,Cerrado,21/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:58,6:00:00 AM,8,VILLA LUGANO,,,-34.67115223,-58.49071103,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,23/08/2021,05:59,6:00:00 AM,15,VILLA ORTUZAR,DONADO,1311,-34.58028338,-58.47082889,App Denuncia Vial,Masculino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,05:59,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:00,6:00:00 AM,8,VILLA LUGANO,,,-34.67115223,-58.49071103,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:00,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,21/08/2021,06:01,6:00:00 AM,6,CABALLITO,COLPAYO,122,-34.61861637,-58.44085512,App Denuncia Vial,Masculino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:01,6:00:00 AM,4,BARRACAS,,,-34.65061692,-58.40294134,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,Solicitud,18/08/2021,06:02,6:00:00 AM,15,VILLA CRESPO,REPETTO; NICOLAS; DR.,1661,-34.60408769,-58.45311342,App BA 147,Femenino,Cerrado,19/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:02,6:00:00 AM,4,BARRACAS,,,-34.65061692,-58.40294134,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:03,6:00:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,06:03,6:00:00 AM,12,VILLA URQUIZA,OLAZABAL AV.,4340,-34.57200638,-58.47794978,App BA 147,Femenino,Cerrado,18/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/08/2021,06:04,6:00:00 AM,15,VILLA ORTUZAR,DONADO,1311,-34.58028338,-58.47082889,App Denuncia Vial,Masculino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:04,6:00:00 AM,8,VILLA LUGANO,,,-34.67115223,-58.49071103,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:05,6:00:00 AM,4,BARRACAS,,,-34.65061692,-58.40294134,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:05,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:05,6:00:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:06,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,24/08/2021,06:06,6:00:00 AM,3,BALVANERA,PUEYRREDON AV.,,-34.60654501,-58.40595029,App BA 147,Masculino,Cerrado,25/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:06,6:00:00 AM,4,BARRACAS,,,-34.65061692,-58.40294134,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CESTO PAPELERO,Solicitud,18/08/2021,06:06,6:00:00 AM,13,BELGRANO,JURAMENTO,3370,-34.56774136,-58.46625034,App BA 147,Femenino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:07,6:00:00 AM,8,VILLA SOLDATI,,,-34.65662443,-58.4573576,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:07,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,06:07,6:00:00 AM,6,CABALLITO,VIALE; LUIS,970,-34.6075638,-58.45235074,App BA 147,Femenino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:07,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,21/08/2021,06:08,6:00:00 AM,6,CABALLITO,CACHIMAYO,477,-34.62611418,-58.4415912,App BA 147,Masculino,Cerrado,23/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:08,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:08,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:09,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:09,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,23/08/2021,06:09,6:00:00 AM,13,BELGRANO,JURAMENTO,3062,-34.56575177,-58.46288877,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/08/2021,06:09,6:00:00 AM,8,VILLA LUGANO,LARRAZABAL,2684,-34.66411653,-58.48788788,Boti,Masculino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:09,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:09,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:10,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:10,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:11,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:11,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,18/08/2021,06:11,6:00:00 AM,15,VILLA CRESPO,ESCALADA DE SAN MARTIN; R.,446,-34.60070452,-58.45065493,App BA 147,Femenino,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:11,6:00:00 AM,4,BARRACAS,,,-34.65481859,-58.39848128,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:12,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:12,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:12,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,23/08/2021,06:13,6:00:00 AM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:13,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:14,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:14,6:00:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,HABILITACIONES Y PERMISOS,RECITAL; SHOW EN VIVO O ACTIVIDAD DE BAILE SIN PERMISO,Denuncia,22/08/2021,06:14,6:00:00 AM,3,BALVANERA,PERON; JUAN DOMINGO; TTE. GENERAL,2541,-34.60745102,-58.40250108,GCS Web,Masculino,Cerrado,24/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:15,6:30:00 AM,8,VILLA SOLDATI,,,-34.65770685,-58.45838352,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
ARBOLADO Y ESPACIOS VERDES,PROBLEMA CON INTERVENCIONES DE ARBOLADO,PROBLEMAS CON INTERVENCIONES DE ARBOLADO,Queja,21/08/2021,06:16,6:30:00 AM,14,PALERMO,CABELLO,3863,-34.57982963,-58.41344244,GCS Web,Masculino,Cerrado,25/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,06:16,6:30:00 AM,2,RECOLETA,PARANA,1033,-34.59670057,-58.38829711,App Denuncia Vial,Masculino,Abierto,,,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,18/08/2021,06:16,6:30:00 AM,4,BARRACAS,,,-34.64616547,-58.38589162,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,06:17,6:30:00 AM,15,VILLA ORTUZAR,ALVAREZ THOMAS AV.,1368,-34.5783443,-58.46131374,App BA 147,Masculino,Cerrado,26/08/2021,0:00:00,,
TRÁMITES Y SERVICIOS,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,Queja,18/08/2021,06:19,6:30:00 AM,7,FLORES,LAUTARO,1308,-34.64071668,-58.44891863,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,19/08/2021,06:19,6:30:00 AM,4,PARQUE PATRICIOS,SANTA CRUZ,284,-34.63820032,-58.3926058,GCS Web,Masculino,Cerrado,20/08/2021,0:00:00,,
CALLES Y VEREDAS,MARCAS VIALES Y SEÑALES EN CALLE,REPINTADO / REPARACIÓN DE MARCA VIAL EN CALLE O CORDÓN,Solicitud,22/08/2021,06:20,6:30:00 AM,11,VILLA SANTA RITA,CUENCA,2003,-34.6113016,-58.48686578,App BA 147,Masculino,Abierto,,,,
PLUVIALES,ALCANTARILLAS / SUMIDEROS,DESTAPE DE SUMIDERO/ALCANTARILLA O BOCA DE REGISTRO PLUVIAL,Solicitud,18/08/2021,06:23,6:30:00 AM,5,ALMAGRO,QUITO,4302,-34.61714644,-58.42747292,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CESTO PAPELERO,Solicitud,22/08/2021,06:24,6:30:00 AM,7,PARQUE CHACABUCO,CURAPALIGUE AV.,1022,-34.63505788,-58.44708596,App BA 147,Masculino,Cerrado,24/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,18/08/2021,06:27,6:30:00 AM,12,VILLA URQUIZA,GALVAN,3161,-34.56629837,-58.48791517,App BA 147,Femenino,Cerrado,19/08/2021,0:00:00,,
CONTROL EDILICIO; OBRAS Y CATASTRO,CONTROL DE OBRAS,CONSTRUCCIÓN SIN PERMISO O SIN CARTEL REGLAMENTARIO CON CÓDIGO QR,Denuncia,18/08/2021,06:27,6:30:00 AM,15,AGRONOMIA,SOLANO LOPEZ; F.; MARISCAL,2998,-34.59426135,-58.49678738,GCS Web,Femenino,Abierto,,,,
TRÁMITES Y SERVICIOS,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,Solicitud,18/08/2021,06:30,6:30:00 AM,,,,,,,GCS Web,Masculino,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,18/08/2021,06:32,6:30:00 AM,9,MATADEROS,SCHMIDL; ULRICO,6633,-34.65202392,-58.51301196,Boti,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,18/08/2021,06:33,6:30:00 AM,3,BALVANERA,24 DE NOVIEMBRE,432,-34.61576584,-58.41106143,App BA 147,Femenino,Cerrado,19/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,22/08/2021,06:33,6:30:00 AM,1,PUERTO MADERO,,,-34.61877826,-58.35301787,Operador UGIS,,Cerrado,24/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESAGOTE,DESAGOTE DE POZO CIEGO (ATMOSFÉRICO),Solicitud,22/08/2021,06:34,6:30:00 AM,1,PUERTO MADERO,,,-34.61877826,-58.35301787,Operador UGIS,,Cerrado,24/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,23/08/2021,06:34,6:30:00 AM,2,RECOLETA,AYACUCHO,1719,-34.58988472,-58.39166321,GCS Web,Femenino,Cerrado,24/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,MEJORA DE BARRIDO,Queja,23/08/2021,06:34,6:30:00 AM,11,VILLA GRAL. MITRE,GAONA AV.,2645,-34.61541196,-58.4637706,App BA 147,Masculino,Cerrado,23/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,06:37,6:30:00 AM,5,BOEDO,CASTRO,1131,-34.62651426,-58.42021125,App BA 147,Masculino,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,06:37,6:30:00 AM,2,RECOLETA,CALLAO AV.,1165,-34.5952173,-58.39314612,GCS Web,Masculino,Cerrado,25/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,06:38,6:30:00 AM,12,COGHLAN,CONGRESO AV.,3820,-34.56294885,-58.4769021,App Denuncia Vial,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,18/08/2021,06:38,6:30:00 AM,12,COGHLAN,WASHINGTON,2663,-34.56445948,-58.47382205,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,06:41,6:30:00 AM,10,VILLA LURO,GARCIA; JUAN AGUSTIN,5767,-34.63143463,-58.51170199,App Denuncia Vial,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,24/08/2021,06:41,6:30:00 AM,11,VILLA DEL PARQUE,CONDARCO,3177,-34.59820034,-58.48885982,App BA 147,Masculino,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,18/08/2021,06:41,6:30:00 AM,9,PARQUE AVELLANEDA,BILBAO; FRANCISCO AV.,3455,-34.64155452,-58.46978113,App BA 147,Masculino,Cerrado,19/08/2021,0:00:00,,
TRÁMITES Y SERVICIOS,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,Queja,20/08/2021,06:41,6:30:00 AM,10,MONTE CASTRO,MOLIERE,1512,-34.62584132,-58.51379809,App BA 147,Femenino,Abierto,,,,
RECICLADO Y PROTECCIÓN AMBIENTAL,ADMINISTRATIVA Y LEGAL,CONSULTA DE ESTADO DE EXPEDIENTE ANTE LA AGENCIA DE PROTECCIÓN AMBIENTAL,Solicitud,23/08/2021,06:42,6:30:00 AM,15,CHACARITA,LORETO; VIRREY,3878,-34.5815881,-58.45934146,GCS Web,Masculino,Cerrado,23/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,23/08/2021,06:44,6:30:00 AM,8,VILLA LUGANO,BASUALDO,3101,-34.6659911,-58.47156737,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,23/08/2021,06:45,7:00:00 AM,5,BOEDO,CASTRO BARROS,1483,-34.63015643,-58.41787881,Boti,Masculino,Cerrado,25/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,MEJORA DE BARRIDO,Queja,24/08/2021,06:47,7:00:00 AM,4,NUEVA POMPEYA,ALAGON,145,-34.6414503,-58.42199011,App BA 147,Masculino,Cerrado,25/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,06:50,7:00:00 AM,9,LINIERS,YERBAL,,-34.63854605,-58.51676841,App Denuncia Vial,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,23/08/2021,06:51,7:00:00 AM,12,COGHLAN,WASHINGTON,2765,-34.56353565,-58.47464348,App BA 147,Femenino,Cerrado,24/08/2021,0:00:00,,
ARBOLADO Y ESPACIOS VERDES,PROBLEMA CON INTERVENCIONES DE ARBOLADO,PROBLEMAS CON INTERVENCIONES DE ARBOLADO,Queja,20/08/2021,06:52,7:00:00 AM,12,VILLA URQUIZA,BUCARELLI,3536,-34.56515065,-58.49728645,App BA 147,Masculino,Abierto,,,,
ALUMBRADO,REPARACIÓN DE LUMINARIA,LUMINARIA INTERMITENTE,Solicitud,19/08/2021,06:54,7:00:00 AM,7,FLORES,PRIMERA JUNTA,2899,-34.64070575,-58.46026028,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,18/08/2021,06:56,7:00:00 AM,14,PALERMO,SINCLAIR,3234,-34.57271567,-58.42228964,App BA 147,Masculino,Cerrado,19/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,23/08/2021,06:56,7:00:00 AM,13,BELGRANO,SUCRE; ANTONIO JOSE DE; MCAL.,1425,-34.55816783,-58.44540641,GCS Web,Femenino,Cerrado,23/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,18/08/2021,06:56,7:00:00 AM,9,PARQUE AVELLANEDA,BILBAO; FRANCISCO AV.,3435,-34.64149693,-58.46969114,App BA 147,Masculino,Cerrado,19/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,23/08/2021,06:57,7:00:00 AM,12,SAAVEDRA,MILLER,3570,-34.56078179,-58.48980179,Boti,Femenino,Cerrado,24/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,24/08/2021,06:59,7:00:00 AM,11,VILLA DEL PARQUE,BAIGORRIA,3499,-34.60636127,-58.49558239,App BA 147,Femenino,Cerrado,25/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,Queja,18/08/2021,06:59,7:00:00 AM,9,MATADEROS,SALADILLO,3106,-34.67176276,-58.50290016,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,Queja,24/08/2021,06:59,7:00:00 AM,1,RETIRO,ALVEAR; MARCELO T. DE,1353,-34.59695909,-58.38624824,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,21/08/2021,07:01,7:00:00 AM,3,BALVANERA,BELGRANO AV.,2975,-34.61493445,-58.40786831,App Denuncia Vial,Masculino,Abierto,,,,
TRÁNSITO,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,Solicitud,20/08/2021,07:02,7:00:00 AM,5,BOEDO,ESTADOS UNIDOS,3702,-34.62263976,-58.41807485,App BA 147,Femenino,Cerrado,24/08/2021,0:00:00,,
