categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;Column1;_1
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,15:44,3:30:00 PM,11,VILLA SANTA RITA,ESCALADA DE SAN MARTIN; R.,,-34.62101471,-58.48726257,App Denuncia Vial,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PROBLEMA CON INTERVENCIONES DE ARBOLADO,PROBLEMAS CON INTERVENCIONES DE ARBOLADO,Queja,19/08/2021,15:44,3:30:00 PM,15,VILLA CRESPO,RODRIGUEZ; MANUEL A.; GENERAL,1477,-34.6054513,-58.4503195,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,15:44,3:30:00 PM,13,BELGRANO,CONESA,1866,-34.56756922,-58.46047857,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,23/08/2021,15:44,3:30:00 PM,10,MONTE CASTRO,MOLIERE,1770,-34.62384915,-58.51648784,App BA 147,Femenino,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,18/08/2021,15:44,3:30:00 PM,13,BELGRANO,BARILARI; ATILIO S.; ALTE.,1374,-34.55056556,-58.45107271,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,15:44,3:30:00 PM,6,CABALLITO,GALICIA,1283,-34.60879321,-58.45667567,Boti,Masculino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE BACHES,REPAVIMENTACIÓN DE CALLE,Solicitud,20/08/2021,15:45,4:00:00 PM,6,CABALLITO,ACEVEDO; EDUARDO,50,-34.61507182,-58.43087405,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,15:45,4:00:00 PM,11,VILLA DEVOTO,SIMBRON,3805,-34.60415674,-58.50477078,Boti,Femenino,Cerrado,25/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,15:45,4:00:00 PM,15,VILLA CRESPO,PUEYRREDON; HONORIO; DR. AV.,1718,-34.60170565,-58.45082107,GCS Web,Femenino,Cerrado,22/08/2021,0:00:00,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,22/08/2021,15:45,4:00:00 PM,12,VILLA PUEYRREDON,CONDARCO,5540,-34.57817516,-58.50605513,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,20/08/2021,15:45,4:00:00 PM,11,VILLA DEL PARQUE,TINOGASTA,3168,-34.60039591,-58.49537281,GCS Web,Femenino,Cerrado,23/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,15:45,4:00:00 PM,11,VILLA SANTA RITA,VEDIA; ENRIQUE DE,1930,-34.61359575,-58.48917988,Boti,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,15:45,4:00:00 PM,9,MATADEROS,CASTRO; EMILIO AV.,7490,-34.65533311,-58.522518,Boti,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,24/08/2021,15:45,4:00:00 PM,14,PALERMO,LAS HERAS GENERAL AV.,3281,-34.58313508,-58.40686998,GCS Web,Masculino,Abierto,,,,
CONTROL EDILICIO; OBRAS Y CATASTRO,CONTROL DE OBRAS,OBRA EN CONSTRUCCIÓN SIN PROTECCIÓN O FALTA DE SEGURIDAD A EDIFICIOS LINDEROS Y/O VÍA PÚBLICA,Denuncia,20/08/2021,15:45,4:00:00 PM,13,BELGRANO,CRAMER AV.,2145,-34.5642965,-58.46158161,GCS Web,Femenino,Cerrado,30/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,23/08/2021,15:45,4:00:00 PM,10,VILLA REAL,OSTENDE,2566,-34.61793221,-58.52925632,GCS Web,Masculino,Cerrado,24/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,15:45,4:00:00 PM,5,BOEDO,GIBSON,4142,-34.63885562,-58.42177607,Boti,Masculino,Cerrado,25/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,15:45,4:00:00 PM,6,CABALLITO,BOGOTA,342,-34.61425257,-58.43663791,GCS Web,Femenino,Cerrado,25/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,23/08/2021,15:45,4:00:00 PM,15,VILLA CRESPO,ACEVEDO,191,-34.59997049,-58.44291537,App Denuncia Vial,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,19/08/2021,15:45,4:00:00 PM,10,VELEZ SARSFIELD,FALCON; RAMON L.;CNEL.,4044,-34.63563287,-58.48335402,App BA 147,Femenino,Cerrado,22/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,21/08/2021,15:45,4:00:00 PM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,24/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/08/2021,15:46,4:00:00 PM,15,PARQUE CHAS,AVALOS,1371,-34.58432342,-58.47772825,App Denuncia Vial,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,19/08/2021,15:46,4:00:00 PM,14,PALERMO,THAMES,2044,-34.58509362,-58.42676344,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,15:46,4:00:00 PM,9,LINIERS,ESTERO BELLACO,7060,-34.64871918,-58.52495064,Boti,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,19/08/2021,15:46,4:00:00 PM,4,BARRACAS,SAMPERIO; MANUEL J.,948,-34.63468847,-58.37623101,App BA 147,Masculino,Cerrado,23/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,20/08/2021,15:46,4:00:00 PM,10,MONTE CASTRO,GUALEGUAYCHU,2027,-34.61647021,-58.50032511,GCS Web,Masculino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,Solicitud,19/08/2021,15:46,4:00:00 PM,8,VILLA LUGANO,SANTANDER,4891,-34.66462413,-58.47617625,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,23/08/2021,15:46,4:00:00 PM,8,VILLA SOLDATI,BERG; CARLOS,3088,-34.65747654,-58.43121716,App Denuncia Vial,Masculino,Abierto,,,,
TRÁMITES Y SERVICIOS,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,Solicitud,18/08/2021,15:46,4:00:00 PM,,,,,,,GCS Web,Femenino,Cerrado,26/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/08/2021,15:46,4:00:00 PM,14,PALERMO,FITZ ROY,1498,-34.58579734,-58.43827145,App Denuncia Vial,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,21/08/2021,15:46,4:00:00 PM,10,VILLA LURO,FALCON; RAMON L.;CNEL. AV.,5601,-34.63927289,-58.50581947,App Denuncia Vial,Femenino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,19/08/2021,15:46,4:00:00 PM,8,VILLA SOLDATI,,,-34.66364155,-58.45062917,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA ROTA POR EMPRESA DE SERVICIO,Solicitud,19/08/2021,15:46,4:00:00 PM,12,VILLA URQUIZA,PEDRAZA; MANUELA,5569,-34.56726979,-58.49660947,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,23/08/2021,15:46,4:00:00 PM,14,PALERMO,DEL LIBERTADOR AV.,4890,-34.5645604,-58.43535012,App BA 147,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,15:46,4:00:00 PM,10,VILLA LURO,BASUALDO,128,-34.63959937,-58.50528052,App Denuncia Vial,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,15:46,4:00:00 PM,12,COGHLAN,WASHINGTON,2686,-34.56431833,-58.47405683,App BA 147,Femenino,Cerrado,19/08/2021,0:00:00,,
ORDENAMIENTO DEL ESPACIO PÚBLICO,PUBLICIDAD EN VÍA PÚBLICA,TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO,Denuncia,21/08/2021,15:46,4:00:00 PM,2,RECOLETA,ALVEAR; MARCELO T. DE,2009,-34.59725346,-58.39630101,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,20/08/2021,15:46,4:00:00 PM,5,ALMAGRO,PANAMA,980,-34.60268822,-58.43120254,App BA 147,Femenino,Cerrado,22/08/2021,0:00:00,,
BARRIOS EMERGENTES,DESOBSTRUCCIÓN,DESOBSTRUCCIÓN (VACTOR),Solicitud,24/08/2021,15:46,4:00:00 PM,7,FLORES,,,-34.64919696,-58.44041776,Operador UGIS,,Cerrado,26/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,23/08/2021,15:46,4:00:00 PM,15,AGRONOMIA,CORTAZAR; JULIO,3556,-34.59665574,-58.48565255,GCS Web,Femenino,Cerrado,24/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,23/08/2021,15:46,4:00:00 PM,12,SAAVEDRA,BALBIN; RICARDO; DR. AV.,,-34.55486932,-58.48384951,App Denuncia Vial,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,23/08/2021,15:47,4:00:00 PM,12,VILLA PUEYRREDON,ESTADO PLURINACIONAL DE BOLIVIA,5424,-34.57837426,-58.50409626,GCS Web,Femenino,Cerrado,24/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,21/08/2021,15:47,4:00:00 PM,8,VILLA LUGANO,,,-34.67478871,-58.46639415,Operador UGIS,,Cerrado,24/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,15:47,4:00:00 PM,6,CABALLITO,THOMPSON,474,-34.62425402,-58.43926101,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,15:47,4:00:00 PM,3,BALVANERA,PERON; JUAN DOMINGO; TTE. GENERAL,2540,-34.6075314,-58.40254913,App BA 147,Femenino,Cerrado,25/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,15:47,4:00:00 PM,6,CABALLITO,THOMPSON,474,-34.62425402,-58.43926101,GCS Web,Masculino,Cerrado,25/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,15:47,4:00:00 PM,13,BELGRANO,MIÑONES,,-34.55825185,-58.44306747,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,SEMÁFOROS,REPARACIÓN DE SEMÁFORO,Solicitud,21/08/2021,15:47,4:00:00 PM,11,VILLA SANTA RITA,JUSTO; JUAN B. AV.,5502,-34.61626149,-58.4741381,App BA 147,Masculino,Cerrado,23/08/2021,0:00:00,,
CALLES Y VEREDAS,BACHES,REPARACIÓN DE CALLE ROTA POR EMPRESA DE SERVICIO,Solicitud,19/08/2021,15:47,4:00:00 PM,1,MONSERRAT,REPUBLICA BOLIVARIANA DE VENEZUELA,1437,-34.61456497,-58.38654655,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,Solicitud,23/08/2021,15:47,4:00:00 PM,12,VILLA PUEYRREDON,OBISPO SAN ALBERTO,2240,-34.57768239,-58.4984897,App BA 147,Femenino,Cerrado,01/09/2021,0:00:00,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,18/08/2021,15:47,4:00:00 PM,3,SAN CRISTOBAL,BARCALA,3089,-34.62548954,-58.40855287,GCS Web,Masculino,Cerrado,25/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/08/2021,15:47,4:00:00 PM,13,BELGRANO,O'HIGGINS,1730,-34.5632563,-58.45007329,App Denuncia Vial,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,20/08/2021,15:47,4:00:00 PM,13,COLEGIALES,OLAGUER Y FELIU; VIRREY,3268,-34.57461203,-58.45797712,GCS Web,Masculino,Cerrado,25/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,15:47,4:00:00 PM,15,VILLA ORTUZAR,TRIUNVIRATO AV.,3397,-34.58305032,-58.46933116,Boti,Masculino,Abierto,,,,
ORDENAMIENTO DEL ESPACIO PÚBLICO,OCUPACIÓN INDEBIDA,LOCAL GASTRONÓMICO QUE OCUPA ESPACIO PÚBLICO CON MESAS Y SILLAS,Denuncia,20/08/2021,15:47,4:00:00 PM,12,SAAVEDRA,PINTO,3900,-34.5503503,-58.47702112,GCS Web,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,15:47,4:00:00 PM,12,VILLA URQUIZA,QUESADA,4969,-34.56734106,-58.48824043,App BA 147,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,23/08/2021,15:48,4:00:00 PM,4,NUEVA POMPEYA,VALLE; J.J.; GRAL. DIV.,3088,-34.65138023,-58.42083846,GCS Web,Masculino,Cerrado,27/08/2021,0:00:00,,
ORDENAMIENTO DEL ESPACIO PÚBLICO,PUBLICIDAD EN VÍA PÚBLICA,TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO,Denuncia,21/08/2021,15:48,4:00:00 PM,2,RECOLETA,ALVEAR; MARCELO T. DE,2015,-34.59724797,-58.39640312,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,20/08/2021,15:48,4:00:00 PM,10,VELEZ SARSFIELD,GOYA,285,-34.63186204,-58.48668576,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,19/08/2021,15:48,4:00:00 PM,11,VILLA GRAL. MITRE,LA FRONDA,1595,-34.61175692,-58.46825125,Boti,Masculino,Cerrado,21/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,15:48,4:00:00 PM,6,CABALLITO,ACHAVAL,308,-34.62813146,-58.44915711,App Denuncia Vial,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/08/2021,15:48,4:00:00 PM,8,VILLA LUGANO,GOLETA JULIET,5996,-34.68885814,-58.46477785,App BA 147,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,23/08/2021,15:48,4:00:00 PM,15,AGRONOMIA,ESTADO PLURINACIONAL DE BOLIVIA,3263,-34.59702153,-58.48796371,GCS Web,Femenino,Cerrado,24/08/2021,0:00:00,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,19/08/2021,15:48,4:00:00 PM,8,VILLA LUGANO,,,-34.67115223,-58.49071103,Operador UGIS,,Cerrado,20/08/2021,0:00:00,,
RECICLADO Y PROTECCIÓN AMBIENTAL,RECUPERADOR URBANO Y CAMIONES DE RECICLADO,LIMPIEZA/HIGIENIZACIÓN DE ESPACIOS PÚBLICOS POR ASENTAMIENTOS PRECARIOS,Solicitud,22/08/2021,15:48,4:00:00 PM,13,BELGRANO,LA PAMPA,509,-34.5521977,-58.43312055,App BA 147,Masculino,Cerrado,24/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,15:48,4:00:00 PM,7,FLORES,ALVAREZ; DONATO; TTE. GRAL.,20,-34.62525764,-58.45427166,Boti,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,19/08/2021,15:48,4:00:00 PM,1,SAN NICOLAS,CORRIENTES AV.,1630,-34.60433709,-58.38986766,App BA 147,Masculino,Cerrado,20/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,15:48,4:00:00 PM,8,VILLA LUGANO,GORDILLO; TIMOTEO,3730,-34.67444447,-58.48686042,App Denuncia Vial,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,15:48,4:00:00 PM,13,BELGRANO,VIDAL,2850,-34.55779346,-58.46592149,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,21/08/2021,15:48,4:00:00 PM,13,BELGRANO,MENDOZA,1752,-34.55750346,-58.45140905,Boti,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,23/08/2021,15:48,4:00:00 PM,11,VILLA SANTA RITA,GONZALEZ; JOAQUIN V.,901,-34.62396144,-58.48348803,GCS Web,Masculino,Cerrado,24/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,15:48,4:00:00 PM,6,CABALLITO,THOMPSON,476,-34.62425402,-58.43926101,GCS Web,Masculino,Cerrado,25/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,CRUCE PELIGROSO O CALLE CON INCONVENIENTES VIALES,Reporte,23/08/2021,15:48,4:00:00 PM,12,SAAVEDRA,SAN ISIDRO LABRADOR AV.,4395,-34.54425001,-58.47305504,GCS Web,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,18/08/2021,15:49,4:00:00 PM,4,NUEVA POMPEYA,TABARE,920,-34.64768501,-58.41974487,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,21/08/2021,15:49,4:00:00 PM,10,MONTE CASTRO,MIRANDA,5154,-34.62425001,-58.50730939,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/08/2021,15:49,4:00:00 PM,11,VILLA SANTA RITA,GONZALEZ; ELPIDIO,3480,-34.61311937,-58.49000095,Boti,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PROBLEMA CON INTERVENCIONES DE ARBOLADO,PROBLEMAS CON INTERVENCIONES DE ARBOLADO,Queja,20/08/2021,15:49,4:00:00 PM,12,VILLA URQUIZA,BURELA,3263,-34.57018317,-58.49789297,App BA 147,Femenino,Cerrado,23/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/08/2021,15:49,4:00:00 PM,9,PARQUE AVELLANEDA,ESCALADA AV.,1570,-34.65161728,-58.4866646,Boti,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/08/2021,15:49,4:00:00 PM,15,AGRONOMIA,MORAN; PEDRO,2640,-34.59100255,-58.49334753,App BA 147,Femenino,Cerrado,20/08/2021,0:00:00,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,22/08/2021,15:49,4:00:00 PM,14,PALERMO,GORRITI,4050,-34.59538085,-58.42218404,App Denuncia Vial,Femenino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,18/08/2021,15:49,4:00:00 PM,13,COLEGIALES,CESPEDES,3071,-34.57497406,-58.45253715,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,MEJORA DE BARRIDO,Queja,19/08/2021,15:49,4:00:00 PM,4,BARRACAS,AZARA,296,-34.63470665,-58.37206062,App BA 147,Femenino,Cerrado,23/08/2021,0:00:00,,
ORDENAMIENTO DEL ESPACIO PÚBLICO,PUBLICIDAD EN VÍA PÚBLICA,TOLDOS; ANUNCIOS PUBLICITARIOS O MARQUESINAS EN MAL ESTADO,Denuncia,21/08/2021,15:49,4:00:00 PM,2,RECOLETA,ALVEAR; MARCELO T. DE,2019,-34.59724565,-58.39645261,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,20/08/2021,15:49,4:00:00 PM,1,MONSERRAT,INDEPENDENCIA AV.,1613,-34.61792344,-58.38925192,App BA 147,Femenino,Cerrado,21/08/2021,0:00:00,,
TRÁMITES Y SERVICIOS,ACCESO A LA INFORMACIÓN PÚBLICA,ACCESO A LA INFORMACIÓN PÚBLICA,Solicitud,22/08/2021,15:49,4:00:00 PM,,,,,,,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,18/08/2021,15:49,4:00:00 PM,11,VILLA DEVOTO,MISTRAL; GABRIELA,4576,-34.59998755,-58.52224102,App BA 147,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,18/08/2021,15:49,4:00:00 PM,11,VILLA DEVOTO,HABANA,4361,-34.60048852,-58.51774836,Comuna,Masculino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE BACHES,ASFALTADO DE CALLE CON ADOQUINES,Solicitud,20/08/2021,15:49,4:00:00 PM,14,PALERMO,COSTA RICA,4100,-34.59157705,-58.42052602,GCS Web,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,24/08/2021,15:49,4:00:00 PM,11,VILLA DEVOTO,LOZANO; PEDRO,4200,-34.60778373,-58.50586025,Boti,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,DESRATIZAR; DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA,Solicitud,24/08/2021,15:50,4:00:00 PM,12,VILLA URQUIZA,LAVOISIER,3501,-34.5679331,-58.50236106,App BA 147,Masculino,Cerrado,25/08/2021,0:00:00,,
ALUMBRADO,REPARACIÓN DE LUMINARIA,REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE,Solicitud,18/08/2021,15:50,4:00:00 PM,6,CABALLITO,MARECHAL; LEOPOLDO,866,-34.60801674,-58.43762366,GCS Web,Femenino,Cerrado,20/08/2021,0:00:00,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,24/08/2021,15:50,4:00:00 PM,10,MONTE CASTRO,SANTO TOME,5236,-34.62114015,-58.51394514,GCS Web,Femenino,Cerrado,26/08/2021,0:00:00,,
