categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;Column1;_1
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,16/6/2021,1:59:53 PM,14:00,6,CABALLITO,RIGLOS,402,-34.623.314.962.442,-584.362.001.149.522,Boti,Femenino,Cerrado,17/6/2021,8:02:37 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,16/6/2021,1:53:11 PM,14:00,15,AGRONOMIA,ESTADO PLURINACIONAL DE BOLIVIA,3945,-345.896.599.953.851,-584.937.745.848.414,App BA 147,Masculino,Cerrado,21/6/2021,1:41:40 AM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,Solicitud,16/6/2021,2:00:34 PM,14:00,4,BARRACAS,USPALLATA,608,-346.303.707.365.373,-583.728.397.921.373,GCS Web,Femenino,Cerrado,17/6/2021,10:14:24 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,16/6/2021,2:13:48 PM,14:00,7,FLORES,AVELLANEDA AV.,2884,-346.263.574.327.584,-584.712.665.282.495,App Denuncia Vial,Masculino,Cerrado,17/6/2021,8:02:38 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,16/6/2021,2:07:28 PM,14:00,3,SAN CRISTOBAL,ALBERTI,1550,-34.627.820.154.048,-583.999.687.658.691,GCS Web,Femenino,Cerrado,17/6/2021,8:41:26 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,1:54:24 PM,14:00,11,VILLA DEL PARQUE,"VEDIA, ENRIQUE DE",2110,-346.115.243.409.344,-584.909.134.773.298,GCS Web,Femenino,Cerrado,17/6/2021,4:02:30 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,2:02:53 PM,14:00,11,VILLA DEL PARQUE,CUENCA,3292,-345.997.688.441.213,-584.965.568.333.479,Boti,Femenino,Cerrado,17/6/2021,4:02:32 PM,,
SEGURIDAD,OTROS,MAYOR PRESENCIA POLICIAL,Reporte,17/6/2021,2:06:55 PM,14:00,10,FLORESTA,BOGOTA,3523,-346.293.949.944.264,-584.786.740.372.357,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,2:07:47 PM,14:00,7,FLORES,"BONORINO, ESTEBAN, CNEL. AV.",187,-34.630.104.869.342,-584.589.233.500.249,App BA 147,Masculino,Cerrado,17/6/2021,4:02:33 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,2:08:21 PM,14:00,13,NUÑEZ,QUESADA,2388,-345.543.291.122.482,-584.631.432.870.282,App BA 147,Masculino,Cerrado,17/6/2021,4:02:33 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,17/6/2021,1:51:06 PM,14:00,10,VELEZ SARSFIELD,"BELAUSTEGUI, LUIS, DR.",4667,-34.628.541.471.435,-584.955.548.274.033,GCS Web,Masculino,Cerrado,20/6/2021,12:34:26 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,17/6/2021,1:53:52 PM,14:00,9,PARQUE AVELLANEDA,REMEDIOS,3639,-346.404.050.499.071,-584.752.512.047.177,App BA 147,Femenino,Cerrado,20/6/2021,12:34:30 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,2:03:31 PM,14:00,7,FLORES,TERRERO,485,-346.210.696.024.933,-584.588.587.326.717,GCS Web,Masculino,Cerrado,20/6/2021,12:47:41 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,2:14:56 PM,14:00,5,BOEDO,SAN JUAN AV.,4103,-346.263.640.532.682,-584.230.156.112.486,App BA 147,Femenino,Cerrado,20/6/2021,12:46:43 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,17/6/2021,1:55:42 PM,14:00,11,VILLA DEL PARQUE,LAPLACE,3243,-346.096.882.739.062,-584.890.243.394.157,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:58:39 PM,14:00,13,BELGRANO,CIUDAD DE LA PAZ,2849,-345.563.497.836.615,-584.629.896.388.131,GCS Web,Femenino,Cerrado,22/6/2021,10:24:05 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:59:22 PM,14:00,14,PALERMO,"CAMPOS, LUIS M. AV.",144,-345.752.385.468.245,-58.430.900.729.026,GCS Web,Femenino,Cerrado,22/6/2021,10:24:09 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,17/6/2021,1:50:09 PM,14:00,10,VELEZ SARSFIELD,"DIAZ, CESAR, GRAL.",5248,-346.308.756.746.634,-585.013.129.669.967,App BA 147,Femenino,Cerrado,25/6/2021,1:35:39 AM,,
FISCALIZACIÓN ACTIVIDADES COMERCIALES,HIGIENE Y SEGURIDAD ALIMENTARIA,ESTABLECIMIENTO SIN AUTORIZACIÓN PARA FUNCIONAR QUE VENDE O ELABORA ALIMENTOS,Denuncia,17/6/2021,2:13:30 PM,14:00,15,PATERNAL,"TRELLES, MANUEL R. AV.",2601,-345.987.126.427.049,-584.661.379.724.188,App BA 147,Masculino,Cerrado,5/7/2021,1:09:59 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,1:47:23 PM,14:00,4,PARQUE PATRICIOS,JUJUY AV.,2003,-346.338.579.449.772,-583.997.595.092.148,App BA 147,Masculino,Cerrado,17/6/2021,4:02:28 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,1:53:28 PM,14:00,1,RETIRO,"ALVEAR, MARCELO T. DE",445,-345.961.804.680.907,-5.837.370.430.346,Boti,Masculino,Cerrado,17/6/2021,4:02:29 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,17/6/2021,1:50:30 PM,14:00,10,FLORESTA,ENSENADA,486,-346.384.227.122.805,-584.763.572.447.993,App BA 147,Masculino,Cerrado,22/6/2021,1:23:53 AM,,
ARBOLADO Y ESPACIOS VERDES,PLANTACIÓN DE ÁRBOL,PLANTACIÓN DE ÁRBOL,Solicitud,17/6/2021,1:50:40 PM,14:00,4,BARRACAS,SUAREZ,2921,-346.428.471.439.788,-583.898.897.202.648,App BA 147,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,16/6/2021,2:04:01 PM,14:00,7,FLORES,HELGUERA,866,-346.222.443.338.059,-584.766.058.313.455,App Denuncia Vial,Masculino,Cerrado,17/6/2021,8:02:38 AM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,Solicitud,16/6/2021,2:02:23 PM,14:00,10,VILLA LURO,"HUGO, VICTOR",720,-346.321.509.529.121,-58.507.298.194.883,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,INSTALACIÓN DE CAMPANA VERDE,Reporte,17/6/2021,1:48:25 PM,14:00,7,FLORES,MEMBRILLAR,710,-346.366.386.885.568,-584.571.687.039.143,GCS Web,Femenino,Cerrado,17/6/2021,2:07:31 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,2:00:50 PM,14:00,1,CONSTITUCION,LIMA,1111,-346.211.467.612.605,-583.815.206.086.955,Boti,Masculino,Cerrado,17/6/2021,3:01:01 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,17/6/2021,2:12:00 PM,14:00,5,BOEDO,LINIERS VIRREY,1106,-346.243.185.966.388,-584.135.915.464.133,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,2:13:22 PM,14:00,9,LINIERS,TUYUTI,6577,-346.443.642.652.231,-585.187.356.639.758,GCS Web,Femenino,Cerrado,23/6/2021,1:14:10 AM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RETIRO DE AFICHES Y/O PASACALLES,Solicitud,17/6/2021,1:46:44 PM,14:00,13,COLEGIALES,CABILDO AV.,1484,-345.671.361.358.157,-584.506.316.484.286,GCS Web,Femenino,Cerrado,22/6/2021,4:50:58 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:47:21 PM,14:00,2,RECOLETA,SANTA FE AV.,2649,-34.593.696.555.774,-584.042.370.851.604,GCS Web,Femenino,Cerrado,22/6/2021,10:24:01 AM,,
"CONTROL EDILICIO, OBRAS Y CATASTRO",EDIFICIOS,FALTA DE CONSERVACIÓN O MANTENIMIENTO DE FACHADA O BALCÓN,Denuncia,17/6/2021,2:12:32 PM,14:00,2,RECOLETA,GUIDO,1639,-345.913.531.322.938,-583.882.479.091.774,App BA 147,Femenino,Cerrado,28/6/2021,11:08:04 AM,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,17/6/2021,1:56:22 PM,14:00,8,VILLA LUGANO,HUBAC,6171,-346.667.961.879.121,-584.882.986.854.709,GCS Web,Masculino,Cerrado,25/6/2021,2:13:39 PM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CAMPANA VERDE,Solicitud,17/6/2021,2:09:56 PM,14:00,15,CHACARITA,FITZ ROY,1239,-345.880.867.696.656,-584.407.897.824.459,GCS Web,Femenino,Cerrado,30/6/2021,5:52:38 PM,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,17/6/2021,1:45:05 PM,14:00,9,LINIERS,"SUAREZ, JOSE LEON",1181,-346.521.917.755.141,-585.268.474.016.134,App BA 147,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,16/6/2021,2:11:47 PM,14:00,12,VILLA URQUIZA,DE LOS CONSTITUYENTES AV.,5977,-345.723.815.370.044,-585.047.952.149.764,GCS Web,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,16/6/2021,1:48:34 PM,14:00,11,VILLA DEVOTO,"JUAREZ, BENITO",3575,-346.076.482.224.755,-585.159.604.898.309,App BA 147,Masculino,Cerrado,17/6/2021,10:57:53 AM,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,16/6/2021,1:51:37 PM,14:00,10,VILLA LURO,MURATURE,5383,-34.632.937.073.522,-585.057.490.262.182,GCS Web,Masculino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,16/6/2021,2:11:21 PM,14:00,7,FLORES,MENDEZ DE ANDES,2095,-346.208.866.460.691,-584.620.917.201.343,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,2:03:49 PM,14:00,5,ALMAGRO,BELGRANO AV.,3430,-346.156.441.214.049,-584.148.557.421.851,App Denuncia Vial,Masculino,Cerrado,17/6/2021,4:02:32 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,17/6/2021,2:12:54 PM,14:00,10,VILLA LURO,GUARDIA NACIONAL,238,-346.398.327.536.114,-585.032.806.240.903,GCS Web,Femenino,Cerrado,20/6/2021,12:34:34 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,1:51:10 PM,14:00,14,PALERMO,"DIAZ, CNEL. AV.",2900,-345.790.614.311.118,-584.040.267.853.565,Boti,Masculino,Cerrado,17/6/2021,4:02:28 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,1:55:12 PM,14:00,14,PALERMO,ARMENIA,1619,-345.898.956.621.126,-584.278.987.278.864,App BA 147,Femenino,Cerrado,17/6/2021,4:02:31 PM,,
ORDENAMIENTO DEL ESPACIO PÚBLICO,OCUPACIÓN INDEBIDA,OCUPACIÓN INDEBIDA DE LA VEREDA/CALZADA POR LOCAL COMERCIAL,Denuncia,17/6/2021,1:52:52 PM,14:00,7,FLORES,CARABOBO AV.,925,-346.367.400.853.343,-584.519.065.098.245,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:48:03 PM,14:00,11,VILLA DEL PARQUE,SANTO TOME,2649,-34.602.897.059.554,-584.838.688.146.056,GCS Web,Masculino,Cerrado,18/6/2021,9:02:25 PM,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,17/6/2021,1:59:20 PM,14:00,12,VILLA PUEYRREDON,CARACAS,5495,-345.757.572.214.289,-585.010.597.374.358,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,2:00:08 PM,14:00,15,VILLA CRESPO,ARAOZ,845,-345.968.654.714.949,-58.432.193.022.314,App BA 147,Masculino,Cerrado,18/6/2021,8:56:47 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,2:07:14 PM,14:00,7,FLORES,RIVADAVIA AV.,6581,-346.273.169.842.974,-584.585.056.481.092,App BA 147,Femenino,Cerrado,18/6/2021,8:02:31 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,2:06:10 PM,14:00,1,SAN NICOLAS,VIAMONTE,174,-34.599.525.593.264,-58.370.332.352.236,App Denuncia Vial,Masculino,Cerrado,18/6/2021,5:01:14 PM,,
MEDIOS DE TRANSPORTE,BICICLETAS,INCONVENIENTES CON EL REGISTRO DE USUARIO DE BA ECOBICI POR TEMBICI,Queja,18/6/2021,2:06:27 PM,14:00,,,,,,,App BA 147,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,2:08:23 PM,14:00,9,MATADEROS,COSQUIN,2296,-346.618.814.998.776,-585.056.262.559.932,App BA 147,Masculino,Cerrado,18/6/2021,5:01:16 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,2:09:27 PM,14:00,12,VILLA URQUIZA,DE LOS CONSTITUYENTES AV.,5541,-345.748.852.753.684,-585.011.018.699.617,App Denuncia Vial,Femenino,Cerrado,18/6/2021,5:01:16 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,1:48:09 PM,14:00,14,PALERMO,NICARAGUA,6022,-345.783.027.230.338,-58.437.885.424.223,App BA 147,Masculino,Cerrado,18/6/2021,5:01:10 PM,,
TRÁMITES Y SERVICIOS,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,Queja,18/6/2021,2:01:45 PM,14:00,13,BELGRANO,3 DE FEBRERO,2192,-345.585.229.787.527,-584.528.080.788.876,App BA 147,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,2:04:36 PM,14:00,8,VILLA RIACHUELO,CAÑADA DE GOMEZ,5200,-34.688.811.059.035,-584.702.711.415.603,Boti,Masculino,Cerrado,18/6/2021,4:02:07 PM,,
"CONTROL EDILICIO, OBRAS Y CATASTRO",CONTROL DE OBRAS,CONSTRUCCIÓN SIN PERMISO O SIN CARTEL REGLAMENTARIO CON CÓDIGO QR,Denuncia,18/6/2021,2:14:02 PM,14:00,13,COLEGIALES,"OLAGUER Y FELIU, VIRREY",3006,-345.721.868.309.762,-58.456.124.019.799,GCS Web,Masculino,Cerrado,18/6/2021,3:09:12 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,1:48:35 PM,14:00,12,VILLA URQUIZA,ACHEGA,3354,-345.712.357.932.274,-58.502.424.329.952,GCS Web,Femenino,Cerrado,21/6/2021,1:50:36 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,1:49:41 PM,14:00,12,SAAVEDRA,MELIAN AV.,3552,-345.559.149.380.409,-584.792.894.499.433,GCS Web,Femenino,Cerrado,21/6/2021,1:53:47 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,1:47:28 PM,14:00,7,PARQUE CHACABUCO,"MITRE, EMILIO",1396,-346.358.478.213.531,-584.385.918.192.228,GCS Web,Femenino,Cerrado,22/6/2021,9:16:48 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,2:14:55 PM,14:00,12,VILLA URQUIZA,TRIUNVIRATO AV.,4331,-345.771.515.751.814,-584.817.838.586.328,GCS Web,Femenino,Cerrado,22/6/2021,11:09:52 PM,,
ARBOLADO Y ESPACIOS VERDES,PROBLEMA CON INTERVENCIONES DE ARBOLADO,FALTA DE RECOLECCIÓN DE RESTOS DE PODA DE ARBOLADO PÚBLICO,Solicitud,18/6/2021,2:14:05 PM,14:00,11,VILLA GRAL. MITRE,CAMARONES,2348,-346.088.139.758.974,-584.737.237.579.002,GCS Web,Femenino,Cerrado,1/7/2021,2:58:26 PM,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,17/6/2021,2:06:10 PM,14:00,7,PARQUE CHACABUCO,VIEL,1576,-346.351.622.608.664,-584.288.152.560.809,GCS Web,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,2:07:12 PM,14:00,5,ALMAGRO,CORRIENTES AV.,4555,-346.022.475.019.787,-584.294.295.388.591,App BA 147,Femenino,Cerrado,18/6/2021,8:02:30 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,17/6/2021,2:09:07 PM,14:00,7,PARQUE CHACABUCO,THOMPSON,846,-346.293.081.933.661,-584.384.080.665.433,GCS Web,Masculino,Cerrado,18/6/2021,2:27:16 PM,,
CALLES Y VEREDAS,BACHES,REPARACIÓN/NIVELACIÓN DE TAPA DE EMPRESA DE SERVICIO PÚBLICO EN CALLE,Solicitud,16/6/2021,2:08:46 PM,14:00,2,RECOLETA,CALLAO AV.,1690,-345.900.504.547.199,-583.901.370.966.894,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,1:45:52 PM,14:00,9,LINIERS,MONTIEL,227,-346.420.289.806.699,-58.526.275.985.022,Boti,Masculino,Cerrado,18/6/2021,5:01:09 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,1:46:27 PM,14:00,10,FLORESTA,AVELLANEDA AV.,3401,-34.627.949.747.889,-584.778.111.657.169,App Denuncia Vial,Masculino,Cerrado,18/6/2021,5:01:10 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,1:50:58 PM,14:00,14,PALERMO,"CARRANZA, ANGEL JUSTINIANO",1667,-34.582.868.175.049,-584.386.478.810.249,GCS Web,Masculino,Cerrado,18/6/2021,5:01:11 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,1:56:48 PM,14:00,7,PARQUE CHACABUCO,DEL BUEN ORDEN,1295,-346.348.447.044.283,-584.381.597.815.015,App BA 147,Masculino,Cerrado,18/6/2021,5:01:11 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,1:57:08 PM,14:00,11,VILLA DEVOTO,LOPE DE VEGA AV.,3525,-346.116.814.100.471,-585.282.174.973.429,App BA 147,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,1:59:07 PM,14:00,15,VILLA CRESPO,"SCALABRINI ORTIZ, RAUL AV.",676,-345.972.498.665.474,-584.348.394.965.359,Boti,Femenino,Cerrado,18/6/2021,5:01:13 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,2:05:21 PM,14:00,14,PALERMO,"CARRANZA, ANGEL JUSTINIANO",1667,-34.582.868.175.049,-584.386.478.810.249,GCS Web,Masculino,Cerrado,18/6/2021,4:02:08 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,2:08:53 PM,14:00,14,PALERMO,"CARRANZA, ANGEL JUSTINIANO",1667,-34.582.868.175.049,-584.386.478.810.249,GCS Web,Masculino,Cerrado,18/6/2021,4:02:08 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,Solicitud,18/6/2021,1:47:52 PM,14:00,10,MONTE CASTRO,MARTIN FIERRO,5784,-346.270.108.039.099,-585.176.380.793.568,App BA 147,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,18/6/2021,1:56:21 PM,14:00,3,BALVANERA,"MITRE, BARTOLOME",1886,-346.080.769.537.003,-583.931.387.282.822,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,18/6/2021,1:59:24 PM,14:00,9,LINIERS,GUAMINI,1251,-346.530.296.640.415,-585.218.579.322.306,GCS Web,Femenino,Cerrado,22/6/2021,1:25:56 AM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,18/6/2021,1:53:47 PM,14:00,10,VELEZ SARSFIELD,MORON,4814,-346.317.203.651.405,-584.967.887.324.389,GCS Web,Masculino,Cerrado,1/7/2021,4:06:59 PM,,
MEDIOS DE TRANSPORTE,SUBTES,LIMPIEZA - SUBTE,Queja,18/6/2021,1:59:40 PM,14:00,12,VILLA URQUIZA,,,-345.743.192.556.232,-584.863.849.207.297,GCS Web,Femenino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PLANTACIÓN DE ÁRBOL,PLANTACIÓN DE ÁRBOL,Solicitud,18/6/2021,2:13:13 PM,14:00,11,VILLA GRAL. MITRE,"MAGARIÑOS CERVANTES, A.",1438,-346.047.595.804.534,-584.616.501.287.903,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,2:13:11 PM,14:00,10,FLORESTA,URUNDAY,1394,-346.237.850.604.067,-584.945.591.844.074,GCS Web,Femenino,Cerrado,22/6/2021,1:25:59 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:46:18 PM,14:00,11,VILLA DEL PARQUE,NAZARRE,3308,-346.032.026.779.267,-584.961.876.599.731,GCS Web,Masculino,Cerrado,18/6/2021,9:01:12 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,17/6/2021,1:48:06 PM,14:00,12,COGHLAN,"RIVERA, PEDRO I., DR.",3155,-345.607.957.467.942,-584.683.118.781.131,App BA 147,Masculino,Cerrado,18/6/2021,9:01:50 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,1:58:53 PM,14:00,1,CONSTITUCION,LIMA,1111,-346.211.467.612.605,-583.815.206.086.955,Boti,Masculino,Cerrado,18/6/2021,8:02:30 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,17/6/2021,2:00:30 PM,14:00,5,BOEDO,SANCHEZ DE LORIA,1731,-346.307.725.803.576,-584.118.065.011.429,App BA 147,Femenino,Cerrado,18/6/2021,2:26:38 PM,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,17/6/2021,2:02:01 PM,14:00,10,MONTE CASTRO,LASCANO,5064,-346.207.135.348.521,-585.095.864.279.322,GCS Web,Masculino,Abierto,,,,
