categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;Column1;_1
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,17/6/2021,2:09:50 PM,14:00,12,COGHLAN,ROOSEVELT FRANKLIN D.,3236,-345.623.436.716.061,-584.687.439.172.155,GCS Web,Femenino,Cerrado,18/6/2021,9:02:12 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,2:10:09 PM,14:00,15,CHACARITA,DORREGO AV.,603,-345.936.516.036.375,-584.495.474.930.307,GCS Web,Masculino,Cerrado,18/6/2021,8:57:51 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,2:00:50 PM,14:00,4,PARQUE PATRICIOS,ENTRE RIOS AV.,1915,-346.307.606.134.729,-583.908.675.384.627,GCS Web,Femenino,Cerrado,29/6/2021,1:12:31 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:49:15 PM,14:00,3,BALVANERA,ECUADOR,923,-345.992.399.501.581,-58.406.083.419.321,GCS Web,Femenino,Cerrado,18/6/2021,8:57:43 PM,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,17/6/2021,1:53:56 PM,14:00,12,VILLA URQUIZA,DIAZ COLODRERO,3034,-345.688.380.597.332,-584.895.201.583.538,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:59:39 PM,14:00,11,VILLA DEVOTO,ASUNCION,5031,-346.090.038.551.826,-585.241.186.430.313,GCS Web,Masculino,Cerrado,18/6/2021,8:57:02 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,2:01:31 PM,14:00,3,BALVANERA,"YRIGOYEN, HIPOLITO",2287,-346.107.459.167.126,-583.987.277.377.968,GCS Web,Femenino,Cerrado,18/6/2021,8:57:49 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,16/6/2021,2:08:35 PM,14:00,7,FLORES,VARELA AV.,1061,-346.408.528.421.594,-584.572.222.399.921,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,17/6/2021,2:14:42 PM,14:00,14,PALERMO,COSTA RICA,4501,-345.890.957.292.901,-584.255.396.783.025,App BA 147,Femenino,Cerrado,18/6/2021,8:02:32 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,19/6/2021,2:00:10 PM,14:00,12,VILLA URQUIZA,CERETTI,2200,-345.799.450.716.746,-584.916.395.963.859,App BA 147,Femenino,Cerrado,22/6/2021,11:11:53 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,1:57:17 PM,14:00,14,PALERMO,"SCALABRINI ORTIZ, RAUL",2760,-345.837.307.267.278,-584.138.643.649.305,App Denuncia Vial,Femenino,Cerrado,18/6/2021,5:01:12 PM,,
ALUMBRADO,REPARACIÓN DE LUMINARIA,REPARACIÓN DE LUMINARIA APAGADA DURANTE LA NOCHE,Solicitud,18/6/2021,1:58:01 PM,14:00,11,VILLA DEVOTO,"CARRIL, SALVADOR MARIA DEL AV.",3750,-3.459.767.783.065,-585.094.033.603.076,GCS Web,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,1:58:07 PM,14:00,14,PALERMO,"CASTILLA, RAMON, MARISCAL",,-345.820.056.629.479,-584.016.599.548.812,Boti,Masculino,Cerrado,18/6/2021,5:01:12 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,2:07:05 PM,14:00,7,FLORES,"PERON, EVA AV.",3402,-346.444.665.934.168,-584.638.886.551.196,App BA 147,Femenino,Cerrado,18/6/2021,5:01:15 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,18/6/2021,1:46:47 PM,14:00,10,VELEZ SARSFIELD,MORON,4878,-34.632.115.350.711,-584.977.630.024.411,GCS Web,Masculino,Abierto,,,,
CALLES Y VEREDAS,Nivelación,REPARACIÓN/NIVELACIÓN DE TAPA DE EMPRESA DE SERVICIO PÚBLICO EN VEREDA,Solicitud,18/6/2021,2:03:42 PM,14:00,1,SAN TELMO,PASEO COLON AV.,1490,-346.250.331.396.001,-583.678.603.220.636,GCS Web,Masculino,Abierto,,,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,18/6/2021,2:03:47 PM,14:00,11,VILLA DEVOTO,LADINES,3767,-345.908.030.849.039,-585.160.634.476.606,App BA 147,Femenino,Cerrado,23/6/2021,9:51:12 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:47:51 PM,14:00,3,BALVANERA,"ALSINA, ADOLFO",3254,-346.132.590.906.002,-584.122.659.495.734,GCS Web,Femenino,Cerrado,18/6/2021,8:57:12 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:47:59 PM,14:00,3,SAN CRISTOBAL,ESTADOS UNIDOS,1881,-346.191.672.076.706,-583.928.266.556.605,GCS Web,Femenino,Cerrado,18/6/2021,8:57:19 PM,,
ARBOLADO Y ESPACIOS VERDES,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,Solicitud,17/6/2021,1:52:10 PM,14:00,4,BARRACAS,REGIMIENTO DE PATRICIOS AV.,1795,-346.463.525.092.293,-583.684.055.753.824,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:52:58 PM,14:00,15,VILLA ORTUZAR,HEREDIA,1264,-345.788.400.233.814,-584.632.693.615.599,Comuna,Femenino,Cerrado,18/6/2021,8:58:26 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,1:58:52 PM,14:00,6,CABALLITO,"GOYENA, PEDRO AV.",653,-346.259.459.748.069,-584.368.263.096.804,App BA 147,Femenino,Cerrado,18/6/2021,5:01:13 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,2:06:31 PM,14:00,7,FLORES,"ALVAREZ, DONATO, TTE. GRAL.",20,-346.252.576.354.533,-584.542.716.602.866,Boti,Masculino,Cerrado,18/6/2021,5:01:15 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,18/6/2021,2:12:13 PM,14:00,1,SAN NICOLAS,LAVALLE,1523,-346.028.664.453.386,-583.882.682.360.481,App Denuncia Vial,Femenino,Cerrado,18/6/2021,5:01:17 PM,,
RECICLADO Y PROTECCIÓN AMBIENTAL,ADMINISTRATIVA Y LEGAL,CONSULTA DE ESTADO DE EXPEDIENTE ANTE LA AGENCIA DE PROTECCIÓN AMBIENTAL,Solicitud,18/6/2021,2:12:53 PM,14:00,3,BALVANERA,BELGRANO AV.,3140,-346.153.485.629.284,-584.099.924.491.723,GCS Web,Femenino,Cerrado,18/6/2021,2:22:09 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,2:05:49 PM,14:00,11,VILLA DEVOTO,ASUNCION,3554,-345.974.553.565.198,-585.055.151.653.012,GCS Web,Masculino,Cerrado,21/6/2021,11:47:18 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,19/6/2021,2:00:48 PM,14:00,11,VILLA DEL PARQUE,SANTO TOME,2494,-346.015.371.597.509,-584.813.945.485.039,App BA 147,Masculino,Cerrado,22/6/2021,12:03:28 AM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,Solicitud,19/6/2021,2:04:16 PM,14:00,11,VILLA DEL PARQUE,NOGOYA,2939,-346.019.277.442.041,-584.902.605.065.691,App BA 147,Masculino,Cerrado,21/6/2021,10:20:55 AM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,Solicitud,19/6/2021,2:07:31 PM,14:00,12,SAAVEDRA,JARAMILLO,4696,-345.588.262.412.194,-58.489.685.545.014,App BA 147,Masculino,Cerrado,21/6/2021,1:03:59 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,19/6/2021,2:10:38 PM,14:00,11,VILLA DEVOTO,QUEVEDO,3401,-346.115.096.757.964,-585.184.537.722.358,App BA 147,Masculino,Abierto,,,,
"CONTROL EDILICIO, OBRAS Y CATASTRO",CONTROL DE OBRAS,OBRA/CONSTRUCCIÓN QUE AFECTA O DAÑA VIVIENDA LINDERA,Denuncia,19/6/2021,2:00:43 PM,14:00,12,VILLA PUEYRREDON,FRANCO,3216,-345.841.296.825.582,-58.510.743.528.979,GCS Web,Femenino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/6/2021,2:03:17 PM,14:00,14,PALERMO,"ALVAREZ, JULIAN",1416,-34.593.329.698.337,-584.250.398.034.785,App Denuncia Vial,Masculino,Cerrado,22/6/2021,8:04:20 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/6/2021,2:07:53 PM,14:00,6,CABALLITO,"MORENO, JOSE MARIA AV.",61,-346.189.085.939.281,-584.362.491.748.723,App BA 147,Masculino,Cerrado,22/6/2021,8:04:21 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/6/2021,2:07:54 PM,14:00,13,BELGRANO,"UGARTE, MANUEL",1603,-345.520.384.654.397,-584.536.977.642.668,App Denuncia Vial,Masculino,Cerrado,22/6/2021,8:04:22 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/6/2021,2:12:52 PM,14:00,15,VILLA CRESPO,ANTEZANA,,-346.035.516.723.229,-584.426.926.842.876,App Denuncia Vial,Femenino,Cerrado,22/6/2021,8:04:23 AM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA ROTA POR EMPRESA DE SERVICIO,Solicitud,19/6/2021,2:07:43 PM,14:00,12,VILLA PUEYRREDON,"CUBAS, JOSE",2523,-345.859.089.337.641,-584.959.821.350.557,GCS Web,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,2:00:03 PM,14:00,1,MONSERRAT,DE MAYO AV.,1277,-346.091.792.409.257,-583.844.301.217.464,GCS Web,Masculino,Cerrado,19/6/2021,11:55:27 AM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,MEJORA DE BARRIDO,Queja,18/6/2021,1:50:56 PM,14:00,7,PARQUE CHACABUCO,SANTANDER,1861,-346.377.510.834.908,-584.459.286.588.824,App BA 147,Femenino,Cerrado,21/6/2021,9:11:19 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,19/6/2021,1:49:02 PM,14:00,15,AGRONOMIA,"CARRIL, SALVADOR MARIA DEL AV.",2976,-345.913.328.821.702,-584.991.082.164.631,GCS Web,Masculino,Cerrado,25/6/2021,11:27:09 PM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,INSTALACIÓN DE CAMPANA VERDE,Reporte,19/6/2021,1:59:08 PM,14:00,13,BELGRANO,CIUDAD DE LA PAZ,1638,-345.667.194.241.392,-58.454.196.792.586,App BA 147,Femenino,Cerrado,19/6/2021,3:35:55 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/6/2021,2:14:08 PM,14:00,9,PARQUE AVELLANEDA,MARTINEZ CASTRO,851,-34.642.261.713.739,-584.742.931.005.471,App Denuncia Vial,Masculino,Cerrado,19/6/2021,4:00:48 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,19/6/2021,1:52:27 PM,14:00,11,VILLA DEVOTO,"MORAN, PEDRO",3334,-345.964.459.566.984,-585.021.364.136.287,GCS Web,Femenino,Cerrado,22/6/2021,12:01:30 AM,,
RECICLADO Y PROTECCIÓN AMBIENTAL,"RUIDOS MOLESTOS, EMANACIONES O DERRAMES",DERRAME DE LÍQUIDOS PELIGROSOS / INDUSTRIALES,Denuncia,19/6/2021,1:53:49 PM,14:00,9,PARQUE AVELLANEDA,MEDINA,1635,-34.650.920.058.691,-584.757.502.203.836,App BA 147,Masculino,Cerrado,30/6/2021,10:42:13 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,19/6/2021,1:51:00 PM,14:00,11,VILLA SANTA RITA,SAN BLAS,3274,-346.138.331.877.132,-584.859.698.055.094,GCS Web,Masculino,Cerrado,22/6/2021,12:03:21 AM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,LAVADO DE CONTENEDOR,Solicitud,19/6/2021,1:46:36 PM,14:00,8,VILLA LUGANO,ZUVIRIA,,-346.661.261.555.374,-584.828.626.842.703,App BA 147,Masculino,Cerrado,23/6/2021,12:44:53 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/6/2021,1:51:23 PM,14:00,14,PALERMO,"DUMONT, SANTOS",2582,-345.750.252.617.451,-584.400.426.459.979,App Denuncia Vial,Femenino,Cerrado,22/6/2021,8:04:15 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/6/2021,1:59:34 PM,14:00,10,MONTE CASTRO,"PAZ, MARCOS",,-346.185.922.954.604,-585.035.246.480.751,App Denuncia Vial,Masculino,Cerrado,22/6/2021,8:04:17 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,19/6/2021,2:00:29 PM,14:00,9,PARQUE AVELLANEDA,"PAYRO, ROBERTO J.",1987,-346.569.092.798.888,-584.782.889.760.781,App Denuncia Vial,Masculino,Cerrado,22/6/2021,8:04:19 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,18/6/2021,1:47:20 PM,14:00,9,MATADEROS,"RODO, JOSE E.",7433,-346.652.492.432.922,-585.121.869.983.082,GCS Web,Masculino,Cerrado,20/6/2021,11:06:13 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,19/6/2021,2:07:01 PM,14:00,13,BELGRANO,MONTAÑESES,2270,-345.558.456.828.492,-584.503.056.669.248,App BA 147,Masculino,Cerrado,23/6/2021,11:29:57 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/6/2021,2:11:34 PM,14:00,13,BELGRANO,ROOSEVELT FRANKLIN D.,,-345.608.175.508.537,-584.661.721.181.039,App Denuncia Vial,Masculino,Cerrado,22/6/2021,8:06:24 AM,,
"CONTROL EDILICIO, OBRAS Y CATASTRO",CONTROL DE OBRAS,OBRA/CONSTRUCCIÓN QUE AFECTA O DAÑA VIVIENDA LINDERA,Denuncia,20/6/2021,1:54:39 PM,14:00,13,BELGRANO,CUBA,2715,-34.555.101.324.007,-584.597.100.555.136,GCS Web,Masculino,Cerrado,30/6/2021,12:19:42 PM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REPARACIÓN DE CONTENEDOR,Solicitud,19/6/2021,1:59:58 PM,14:00,11,VILLA GRAL. MITRE,"ARTIGAS, JOSE GERVASIO, GRAL.",1753,-346.111.548.057.861,-584.743.137.986.813,App BA 147,Femenino,Cerrado,22/6/2021,12:27:01 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,19/6/2021,1:49:33 PM,14:00,14,PALERMO,GORRITI,4417,-345.933.083.172.678,-584.253.580.198.683,App BA 147,Masculino,Cerrado,23/6/2021,11:29:53 AM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,20/6/2021,1:54:58 PM,14:00,5,BOEDO,COLOMBRES,860,-34.623.738.485.885,-58.417.800.607.505,App Denuncia Vial,Femenino,Cerrado,22/6/2021,8:06:23 AM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,Solicitud,20/6/2021,2:05:14 PM,14:00,8,VILLA LUGANO,"LEGUIZAMON, MARTINIANO",4258,-346.782.237.805.139,-584.756.878.541.548,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,2:13:47 PM,14:00,15,VILLA CRESPO,ROJAS,1460,-346.049.537.437.575,-584.493.740.544.715,GCS Web,Masculino,Cerrado,20/6/2021,6:28:45 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,17/6/2021,1:55:42 PM,14:00,15,VILLA CRESPO,ACOYTE,1529,-346.025.449.117.113,-584.436.220.902.915,GCS Web,Femenino,Cerrado,21/6/2021,1:42:51 AM,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,Queja,18/6/2021,1:53:32 PM,14:00,10,MONTE CASTRO,MERCEDES,2289,-346.142.186.469.729,-585.005.941.129.467,GCS Web,Masculino,Cerrado,28/6/2021,1:30:22 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),Servicio,21/6/2021,1:48:24 PM,14:00,6,CABALLITO,"ACEVEDO, EDUARDO",492,-346.103.709.596.231,-584.322.560.890.168,App BA 147,Femenino,Cerrado,23/6/2021,11:28:28 AM,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,21/6/2021,1:47:35 PM,14:00,4,BOCA,,,-346.357.813.253.618,-583.542.016.141.657,Operador UGIS,,Cerrado,5/7/2021,3:24:32 PM,,
TRÁNSITO,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,Denuncia,21/6/2021,1:59:04 PM,14:00,15,VILLA ORTUZAR,HOLMBERG,1755,-345.755.497.793.501,-584.712.920.555.798,App BA 147,Masculino,Cerrado,21/6/2021,3:01:47 PM,,
TRÁNSITO,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,Solicitud,21/6/2021,2:06:18 PM,14:00,15,CHACARITA,MAURE,,-345.871.170.052.657,-584.522.078.020.597,App BA 147,Femenino,Cerrado,2/7/2021,11:06:24 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,Servicio,18/6/2021,2:07:16 PM,14:00,11,VILLA SANTA RITA,SAN NICOLAS,1036,-346.226.944.378.219,-584.836.957.985.863,App BA 147,Femenino,Cerrado,21/6/2021,1:54:29 AM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,21/6/2021,1:52:02 PM,14:00,10,VELEZ SARSFIELD,SAN BLAS,4550,-346.232.194.864.913,-584.992.108.989.223,GCS Web,Masculino,Cerrado,23/6/2021,12:57:20 PM,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,21/6/2021,1:49:15 PM,14:00,7,FLORES,,,-346.491.969.617.196,-584.404.177.642.598,Operador UGIS,,Cerrado,5/7/2021,3:24:32 PM,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,Solicitud,21/6/2021,1:53:43 PM,14:00,10,VELEZ SARSFIELD,SAN BLAS,4540,-346.231.831.224.411,-584.991.277.860.489,GCS Web,Masculino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,Solicitud,21/6/2021,2:10:15 PM,14:00,10,VELEZ SARSFIELD,SAN BLAS,4485,-346.227.214.057.568,-584.982.679.240.437,GCS Web,Masculino,Cerrado,23/6/2021,12:37:21 PM,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,21/6/2021,2:00:14 PM,14:00,10,VELEZ SARSFIELD,SAN BLAS,4523,-346.230.156.159.195,-58.498.940.907.082,GCS Web,Masculino,Abierto,,,,
TRÁNSITO,DENUNCIA VIAL,CRUCE PELIGROSO O CALLE CON INCONVENIENTES VIALES,Reporte,21/6/2021,2:07:45 PM,14:00,6,CABALLITO,MIRO,100,-346.249.091.127.911,-584.494.816.331.265,GCS Web,Masculino,Abierto,,,,
PLUVIALES,ALCANTARILLAS / SUMIDEROS,DESTAPE DE SUMIDERO/ALCANTARILLA O BOCA DE REGISTRO PLUVIAL,Solicitud,21/6/2021,2:11:19 PM,14:00,15,CHACARITA,FOREST AV.,500,-34.586.243.830.572,-584.531.203.307.813,App BA 147,Femenino,Cerrado,2/7/2021,10:27:47 AM,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,21/6/2021,2:02:39 PM,14:00,9,PARQUE AVELLANEDA,,,-346.587.768.124.964,-584.732.193.200.386,Operador UGIS,,Cerrado,5/7/2021,3:24:32 PM,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,21/6/2021,2:08:28 PM,14:00,9,PARQUE AVELLANEDA,,,-346.587.768.124.964,-584.732.193.200.386,Operador UGIS,,Cerrado,5/7/2021,3:24:32 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,18/6/2021,2:08:42 PM,14:00,12,VILLA PUEYRREDON,CAMPANA,4863,-345.881.642.443.065,-585.086.515.016.467,GCS Web,Femenino,Cerrado,21/6/2021,1:51:47 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,20/6/2021,1:48:02 PM,14:00,15,AGRONOMIA,"SOLANO LOPEZ, F., MARISCAL",2545,-345.910.311.345.999,-584.916.813.570.356,App BA 147,Masculino,Cerrado,22/6/2021,12:03:34 AM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,19/6/2021,1:46:21 PM,14:00,14,PALERMO,FRAY JUSTO SANTAMARIA DE ORO,2589,-345.784.616.175.941,-584.235.428.545.551,App BA 147,Masculino,Cerrado,23/6/2021,11:02:40 PM,,
TRÁNSITO,DENUNCIA VIAL,CRUCE PELIGROSO O CALLE CON INCONVENIENTES VIALES,Reporte,21/6/2021,2:00:17 PM,14:00,4,NUEVA POMPEYA,"LUPPI, ABRAHAM J.",1102,-346.514.976.192.391,-58.419.368.059.919,GCS Web,Femenino,Abierto,,,,
CALLES Y VEREDAS,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,Solicitud,21/6/2021,1:56:20 PM,14:00,6,CABALLITO,MENDEZ DE ANDES,722,-346.142.494.849.786,-584.445.636.697.733,App BA 147,Femenino,Abierto,,,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,21/6/2021,1:54:16 PM,14:00,4,BARRACAS,,,-346.548.185.936.464,-583.984.812.816.138,Operador UGIS,,Cerrado,5/7/2021,3:24:32 PM,,
BARRIOS EMERGENTES,SERVICIO DE ELECTRICIDAD,SERVICIO DE ELECTRICIDAD,Solicitud,21/6/2021,1:58:39 PM,14:00,8,VILLA LUGANO,,,-346.747.887.091.587,-584.663.941.509.314,Operador UGIS,,Cerrado,5/7/2021,3:24:32 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,21/6/2021,1:49:22 PM,14:00,4,NUEVA POMPEYA,SALDIAS ADOLFO,2257,-346.446.168.889.678,-584.311.828.039.496,GCS Web,Masculino,Cerrado,22/6/2021,8:56:07 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,Servicio,21/6/2021,1:45:53 PM,14:00,12,VILLA URQUIZA,"LE BRETON, TOMAS A.",5302,-345.719.639.143.917,-584.920.409.864.611,App BA 147,Femenino,Cerrado,23/6/2021,8:58:19 PM,,
ARBOLADO Y ESPACIOS VERDES,EXTRACCIÓN DE ÁRBOL,EXTRACCIÓN DE ÁRBOL,Solicitud,21/6/2021,1:55:06 PM,14:00,10,VELEZ SARSFIELD,SAN BLAS,4540,-346.231.831.224.411,-584.991.277.860.489,GCS Web,Masculino,Abierto,,,,
