categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;hora_redondeada;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;hora_cierre_contacto;tiempo_de_cierre;Column1
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,4/1/2021,12:46:54 PM,13:00:00,5,ALMAGRO,BILLINGHURST,959,-34.59850163,-58.41468053,App Denuncia Vial,Masculino,Cerrado,06/01/2021,10:31:13 AM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,1:00:57 PM,13:00:00,14,PALERMO,SOLER,4904,-34.58521751,-58.4271938,App BA 147,Masculino,Cerrado,05/01/2021,8:38:09 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,4/1/2021,1:10:00 PM,13:00:00,12,VILLA URQUIZA,DIAZ COLODRERO,3073,-34.56853102,-58.48965151,App BA 147,Femenino,Cerrado,06/01/2021,12:30:28 AM,2,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,SOLICITUD,3/1/2021,1:10:52 PM,13:00:00,11,VILLA DEVOTO,CANTILO; JOSE LUIS,5019,-34.61010135,-58.52233046,App BA 147,Masculino,Cerrado,04/01/2021,2:28:55 PM,1,
LIMPIEZA Y RECOLECCIÓN,BICICLETAS,INCONVENIENTES CON EL REGISTRO DE USUARIO DE BA ECOBICI POR TEMBICI,QUEJA,3/1/2021,12:50:27 PM,13:00:00,,,,,,,GCS Web,Masculino,Cerrado,04/01/2021,3:27:35 PM,1,
LIMPIEZA Y RECOLECCIÓN,DESOBSTRUCCIÓN ,LIMPIEZA DE CAMPANA Y/O RESIDUOS DISEMINADOS ALREDEDOR,SOLICITUD,3/1/2021,1:03:22 PM,13:00:00,10,FLORESTA,GAONA AV.,4434,-34.62600811,-58.4858636,App BA 147,Femenino,Cerrado,04/01/2021,6:47:14 AM,1,
LIMPIEZA Y RECOLECCIÓN,,CRUCE PELIGROSO O CALLE CON INCONVENIENTES VIALES,REPORTE,3/1/2021,12:52:47 PM,13:00:00,14,PALERMO,EL SALVADOR,4309,-34.59207514,-58.42338844,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CONTROL DE OBRAS,ALTURA ANTIRREGLAMENTARIA EN OBRAS Y CONSTRUCCIONES,DENUNCIA,4/1/2021,12:45:49 PM,13:00:00,14,PALERMO,AREVALO,1769,-34.58039594,-58.43970372,App BA 147,Femenino,Cerrado,06/01/2021,7:11:15 PM,2,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,4/1/2021,1:07:46 PM,13:00:00,13,COLEGIALES,MAURE,2410,-34.57168649,-58.44209795,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,1:14:33 PM,13:00:00,7,PARQUE CHACABUCO,DE LAS ARTES,1039,-34.63246712,-58.43965266,App BA 147,Femenino,Cerrado,07/01/2021,1:07:17 PM,3,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,4/1/2021,12:49:44 PM,13:00:00,4,PARQUE PATRICIOS,SANCHEZ DE LORIA,1986,-34.63388795,-58.41106354,App BA 147,Masculino,Cerrado,06/01/2021,4:52:37 PM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:55:24 PM,13:00:00,6,CABALLITO,DOBLAS,352,-34.620471,-58.43112817,App BA 147,Masculino,Cerrado,06/01/2021,4:49:42 PM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:58:02 PM,13:00:00,7,FLORES,BONIFACIO; JOSE,2358,-34.63221592,-58.46049105,GCS Web,Masculino,Cerrado,06/01/2021,4:48:42 PM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,4/1/2021,1:04:50 PM,13:00:00,15,VILLA CRESPO,AGUIRRE,1153,-34.59165956,-58.44119624,GCS Web,Femenino,Cerrado,07/01/2021,10:35:17 PM,3,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,4/1/2021,12:57:03 PM,13:00:00,13,BELGRANO,PINO; VIRREY DEL,1941,-34.56360644,-58.4474156,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:53:46 PM,13:00:00,7,FLORES,FALCON; RAMON L.;CNEL.,2330,-34.62980734,-58.46113903,App BA 147,Femenino,Cerrado,06/01/2021,4:49:47 PM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:59:30 PM,13:00:00,7,FLORES,BILBAO; FRANCISCO,2411,-34.63506101,-58.46018709,GCS Web,Masculino,Cerrado,06/01/2021,4:48:33 PM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,3/1/2021,12:49:17 PM,13:00:00,6,CABALLITO,RIGLOS,338,-34.62216848,-58.43652536,GCS Web,Femenino,Cerrado,05/01/2021,11:49:36 AM,2,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,INSTALACIÓN DE CESTO PAPELERO,SOLICITUD,3/1/2021,1:14:06 PM,13:00:00,11,VILLA DEVOTO,SAN NICOLAS,5110,-34.58951587,-58.51617474,App BA 147,Masculino,Cerrado,04/01/2021,10:00:37 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,3/1/2021,1:08:08 PM,13:00:00,5,BOEDO,COLOMBRES,855,-34.62370687,-58.41789708,GCS Web,Masculino,Cerrado,05/01/2021,11:47:42 AM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,1:12:04 PM,13:00:00,11,VILLA DEL PARQUE,ARGERICH,2836,-34.60374168,-58.4895624,App BA 147,Masculino,Cerrado,10/01/2021,11:19:04 PM,6,
LIMPIEZA Y RECOLECCIÓN,BICICLETAS,INCONVENIENTES CON EL REGISTRO DE USUARIO DE BA ECOBICI POR TEMBICI,QUEJA,4/1/2021,12:55:33 PM,13:00:00,,,,,,,GCS Web,Masculino,Cerrado,04/01/2021,3:29:47 PM,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,1:01:31 PM,13:00:00,12,VILLA URQUIZA,DIAZ COLODRERO,3453,-34.56440617,-58.4927968,GCS Web,Femenino,Cerrado,06/01/2021,12:30:33 AM,2,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE LUMINARIA,CONSULTA DE ESTADO DE EXPEDIENTE ANTE LA AGENCIA DE PROTECCIÓN AMBIENTAL,SOLICITUD,4/1/2021,12:57:41 PM,13:00:00,15,PATERNAL,SAN MARTIN AV.,3500,-34.60124507,-58.47206932,GCS Web,Femenino,Cerrado,12/01/2021,9:48:40 AM,8,
LIMPIEZA Y RECOLECCIÓN,CONTROL DE OBRAS,CONSTRUCCIÓN SIN PERMISO,DENUNCIA,4/1/2021,1:02:15 PM,13:00:00,9,PARQUE AVELLANEDA,RECUERO; CASIMIRO; TTE. CNEL.,3448,-34.64580431,-58.46456146,GCS Web,Masculino,Cerrado,08/02/2021,3:48:10 PM,35,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,3/1/2021,12:46:11 PM,13:00:00,12,VILLA URQUIZA,ACHEGA,3565,-34.56812115,-58.50483238,App BA 147,Femenino,Cerrado,04/01/2021,7:22:46 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,4/1/2021,12:57:55 PM,13:00:00,13,COLEGIALES,OLLEROS,2851,-34.5747244,-58.44648923,App BA 147,Masculino,Cerrado,07/01/2021,10:19:10 AM,3,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE LUMINARIA,CONSULTA DE ESTADO DE EXPEDIENTE ANTE LA AGENCIA DE PROTECCIÓN AMBIENTAL,SOLICITUD,4/1/2021,1:08:13 PM,13:00:00,4,BARRACAS,CALIFORNIA,2385,-34.64851559,-58.38047212,GCS Web,Femenino,Cerrado,12/01/2021,9:53:01 AM,8,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,4/1/2021,12:55:29 PM,13:00:00,8,VILLA LUGANO,GORDILLO; TIMOTEO,4573,-34.68257669,-58.47698852,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CAMPANA VERDE,SOLICITUD,4/1/2021,1:14:00 PM,13:00:00,9,MATADEROS,BILBAO; FRANCISCO,5581,-34.65825859,-58.48932836,GCS Web,Femenino,Cerrado,06/01/2021,12:44:35 PM,2,
LIMPIEZA Y RECOLECCIÓN,PODA DE ÁRBOL Y DESPEJE DE LUMINARIA,PODA DE ÁRBOL/DESPEJE DE LUMINARIA O SEMÁFORO,SOLICITUD,4/1/2021,1:11:00 PM,13:00:00,11,VILLA DEL PARQUE,ARTIGAS; JOSE GERVASIO; GRAL.,2725,-34.60147367,-58.48206718,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,1:12:48 PM,13:00:00,15,VILLA CRESPO,CAMARGO,162,-34.60341097,-58.43748232,App BA 147,Femenino,Cerrado,07/01/2021,10:35:22 PM,3,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,4/1/2021,1:11:48 PM,13:00:00,11,VILLA SANTA RITA,TOKIO,2048,-34.61307711,-58.49122546,Comuna,Femenino,Cerrado,12/01/2021,11:56:51 PM,8,
LIMPIEZA Y RECOLECCIÓN,VEHÍCULOS ABANDONADOS,REMOCIÓN DE VEHÍCULO / AUTO ABANDONADO,SOLICITUD,2/1/2021,12:51:48 PM,13:00:00,3,SAN CRISTOBAL,GARAY; JUAN DE AV.,2163,-34.62767054,-58.39496918,GCS Web,Masculino,Cerrado,05/01/2021,11:09:06 AM,3,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,5/1/2021,1:08:36 PM,13:00:00,15,CHACARITA,BONPLAND,975,-34.58917554,-58.4444193,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,12:56:30 PM,13:00:00,6,CABALLITO,FORMOSA,283,-34.62098171,-58.43231574,GCS Web,Femenino,Cerrado,07/01/2021,1:07:55 PM,2,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE EQUIPAMIENTO DE ALUMBRADO,LIMPIEZA DE ARTEFACTO DE ALUMBRADO,SOLICITUD,5/1/2021,1:05:09 PM,13:00:00,4,BOCA,BROWN; ALTE. AV.,373,-34.62923701,-58.36536509,App BA 147,Femenino,Cerrado,15/01/2021,10:33:59 AM,10,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,SOLICITUD,5/1/2021,1:07:34 PM,13:00:00,15,AGRONOMIA,ZAMUDIO,3745,-34.58968881,-58.49021248,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,OTROS,PERSONAL DE EMPRESA DE RECOLECCIÓN REALIZA PEDIDO DE DÁDIVAS,DENUNCIA,5/1/2021,12:59:54 PM,13:00:00,11,VILLA DEVOTO,CERVANTES,2924,-34.61452678,-58.51881049,GCS Web,Masculino,Cerrado,19/01/2021,3:54:36 PM,14,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,1:12:35 PM,13:00:00,7,FLORES,RIVERA INDARTE AV.,231,-34.63171765,-58.46158797,App BA 147,Femenino,Cerrado,06/01/2021,4:52:07 PM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:50:05 PM,13:00:00,15,VILLA CRESPO,JUSTO; JUAN B. AV.,3865,-34.6034512,-58.45716465,GCS Web,Masculino,Cerrado,06/01/2021,9:56:16 PM,2,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,QUEJA,4/1/2021,12:52:34 PM,13:00:00,7,FLORES,PEDERNERA,528,-34.63510922,-58.4616021,GCS Web,Masculino,Cerrado,05/01/2021,6:32:39 PM,1,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,4/1/2021,12:54:04 PM,13:00:00,2,RECOLETA,MANSILLA; LUCIO NORBERTO; GENERAL,2811,-34.59527061,-58.40691653,App Denuncia Vial,Femenino,Cerrado,06/01/2021,10:31:16 AM,2,
LIMPIEZA Y RECOLECCIÓN,EVALUACIÓN AMBIENTAL,REPARACIÓN DE LUMINARIA POR ARTEFACTO ROTO,SOLICITUD,4/1/2021,12:50:40 PM,13:00:00,11,VILLA DEL PARQUE,MELINCUE,2591,-34.59852072,-58.48678895,App BA 147,Femenino,Cerrado,19/01/2021,1:55:05 PM,15,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,QUEJA,4/1/2021,12:48:32 PM,13:00:00,7,FLORES,BILBAO; FRANCISCO,2595,-34.63643297,-58.46171848,GCS Web,Masculino,Cerrado,05/01/2021,6:32:09 PM,1,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CAMPANA VERDE,SOLICITUD,3/1/2021,1:01:39 PM,13:00:00,10,FLORESTA,GAONA AV.,4415,-34.62576146,-58.48573228,App BA 147,Femenino,Cerrado,08/01/2021,10:28:09 AM,5,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,4/1/2021,12:51:04 PM,13:00:00,4,PARQUE PATRICIOS,RONDEAU,2742,-34.63514958,-58.40153615,GCS Web,Femenino,Cerrado,05/01/2021,9:16:47 PM,1,
LIMPIEZA Y RECOLECCIÓN,DEFENSA AL CONSUMIDOR,INCUMPLIMIENTOS A LOS DERECHOS DEL CONSUMIDOR,DENUNCIA,5/1/2021,1:07:58 PM,13:00:00,4,PARQUE PATRICIOS,CASEROS AV.,3039,-34.6371583,-58.40629934,GCS Web,Masculino,Cerrado,05/01/2021,2:29:53 PM,,
LIMPIEZA Y RECOLECCIÓN,PLANTACIÓN DE ÁRBOL,PLANTACIÓN DE ÁRBOL,SOLICITUD,5/1/2021,12:54:23 PM,13:00:00,15,VILLA CRESPO,REPETTO; NICOLAS; DR.,1431,-34.60631139,-58.45107344,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,1:06:23 PM,13:00:00,6,CABALLITO,RIGLOS,411,-34.62349823,-58.43631654,GCS Web,Masculino,Cerrado,07/01/2021,1:10:20 PM,2,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,5/1/2021,1:03:09 PM,13:00:00,1,SAN NICOLAS,PERON; JUAN DOMINGO; TTE. GENERAL,580,-34.60573397,-58.37479227,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,PLANTACIÓN DE ÁRBOL,PLANTACIÓN DE ÁRBOL,SOLICITUD,5/1/2021,12:51:15 PM,13:00:00,15,VILLA CRESPO,SAN MARTIN AV.,1881,-34.60532211,-58.45485398,GCS Web,Masculino,Cerrado,02/02/2021,12:52:53 PM,28,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,12:50:11 PM,13:00:00,11,VILLA DEVOTO,GONZALEZ; JOAQUIN V.,4257,-34.59684845,-58.51110815,GCS Web,Masculino,Cerrado,07/01/2021,10:39:13 PM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,5/1/2021,12:54:43 PM,13:00:00,12,COGHLAN,BALBIN; RICARDO; DR. AV.,2695,-34.56131352,-58.4683366,GCS Web,Masculino,Cerrado,07/01/2021,10:37:25 PM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,12:55:09 PM,13:00:00,2,RECOLETA,BILLINGHURST,1496,-34.59293793,-58.41224714,App BA 147,Masculino,Cerrado,07/01/2021,10:21:27 AM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,12:58:28 PM,13:00:00,6,CABALLITO,MITRE; EMILIO,356,-34.62616547,-58.44322007,App BA 147,Femenino,Cerrado,07/01/2021,1:09:43 PM,2,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA,SOLICITUD,5/1/2021,12:49:01 PM,13:00:00,9,MATADEROS,GARCIA GRANDE DE ZEQUEIRA; SEVERO,5344,-34.64475729,-58.49940494,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,5/1/2021,12:53:31 PM,13:00:00,15,PATERNAL,DICKMAN; ADOLFO; DR.,1421,-34.6021469,-58.46414542,App BA 147,Femenino,Cerrado,03/02/2021,12:27:51 AM,29,
LIMPIEZA Y RECOLECCIÓN,DEFENSA AL CONSUMIDOR,INCUMPLIMIENTOS A LOS DERECHOS DEL CONSUMIDOR,DENUNCIA,5/1/2021,1:13:26 PM,13:00:00,14,PALERMO,FRAY JUSTO SANTAMARIA DE ORO,1744,-34.58631175,-58.43075392,App BA 147,Femenino,Cerrado,05/01/2021,2:23:39 PM,,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,5/1/2021,1:13:16 PM,13:00:00,12,VILLA URQUIZA,PACHECO,3284,-34.56562455,-58.49016862,Mail 147,Masculino,Cerrado,07/01/2021,9:49:37 AM,2,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON EMPRESAS DE RECOLECCIÓN,OCUPACIÓN INDEBIDA DE LA VEREDA/CALZADA POR LOCAL COMERCIAL,DENUNCIA,5/1/2021,1:09:26 PM,13:00:00,15,CHACARITA,DUMONT; SANTOS,4852,-34.59633979,-58.45753417,App BA 147,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,REUBICACIÓN DE CONTENEDOR,SOLICITUD,3/1/2021,12:46:27 PM,13:00:00,13,BELGRANO,RIVERA; PEDRO I.; DR.,2553,-34.5575946,-58.46259811,GCS Web,Masculino,Cerrado,05/01/2021,4:00:43 PM,2,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,RECOLECCIÓN DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,3/1/2021,12:47:11 PM,13:00:00,7,FLORES,YERBAL,3046,-34.62999409,-58.47225426,App BA 147,Femenino,Cerrado,05/01/2021,11:52:55 AM,2,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,3/1/2021,12:52:58 PM,13:00:00,13,BELGRANO,RIVERA; PEDRO I.; DR.,2553,-34.5575946,-58.46259811,GCS Web,Masculino,Cerrado,05/01/2021,9:25:22 AM,2,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,DESRATIZAR; DESINSECTAR Y DESINFECTAR EN VÍA PÚBLICA,SOLICITUD,5/1/2021,12:48:41 PM,13:00:00,7,FLORES,DIRECTORIO AV.,1906,-34.63163609,-58.4545431,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,EDIFICIOS,INSTALACIONES IRREGULARES O ANTIRREGLAMENTARIAS,DENUNCIA,5/1/2021,12:46:57 PM,13:00:00,13,BELGRANO,ARRIBEÑOS,2774,-34.55208691,-58.45526075,GCS Web,Femenino,Cerrado,01/03/2021,12:18:44 PM,55,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESIDUOS VOLUMINOSOS (MUEBLES Y ELECTRODOMÉSTICOS),SERVICIO,5/1/2021,1:06:15 PM,13:00:00,11,VILLA DEL PARQUE,CUENCA,2464,-34.6072873,-58.4904318,GCS Web,Masculino,Cerrado,07/01/2021,10:38:35 PM,2,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,QUEJA,5/1/2021,12:45:47 PM,13:00:00,8,VILLA RIACHUELO,UNANUE,6250,-34.68323731,-58.47695644,App BA 147,Femenino,Cerrado,09/01/2021,8:39:34 PM,4,
LIMPIEZA Y RECOLECCIÓN,REPARACIÓN DE VEREDA,REPARACIÓN DE VEREDA POR RAÍCES DE ÁRBOL QUE PRODUCEN ROTURAS,SOLICITUD,5/1/2021,12:58:29 PM,13:00:00,5,ALMAGRO,DIAZ VELEZ AV.,4463,-34.60864342,-58.42995093,GCS Web,Masculino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,INCONVENIENTES CON TRÁMITES,INCONVENIENTES CON TRÁMITES,QUEJA,5/1/2021,1:00:40 PM,13:00:00,14,PALERMO,BERUTI,3813,-34.58391274,-58.41442809,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,1:00:30 PM,13:00:00,5,ALMAGRO,SALGUERO; JERONIMO,238,-34.60806883,-58.42002835,GCS Web,Femenino,Cerrado,07/01/2021,1:11:12 PM,2,
LIMPIEZA Y RECOLECCIÓN,BICICLETAS,INCONVENIENTES CON EL REGISTRO DE USUARIO DE BA ECOBICI POR TEMBICI,QUEJA,5/1/2021,12:56:08 PM,13:00:00,,,,,,,GCS Web,Femenino,Cerrado,05/01/2021,8:53:27 PM,,
LIMPIEZA Y RECOLECCIÓN,LIMPIEZA DE VÍA PÚBLICA,VEREDA SUCIA POR MASCOTAS,REPORTE,5/1/2021,12:58:04 PM,13:00:00,7,PARQUE CHACABUCO,ZUVIRIA,350,-34.62905848,-58.43131306,App BA 147,Femenino,Abierto,,,,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,12:55:26 PM,13:00:00,14,PALERMO,SALGUERO; JERONIMO,1557,-34.59212281,-58.4178984,GCS Web,Masculino,Cerrado,07/01/2021,10:21:30 AM,2,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,5/1/2021,12:50:11 PM,13:00:00,11,VILLA DEVOTO,MOSCONI GENERAL AV.,4238,-34.59654555,-58.51865367,App Denuncia Vial,Masculino,Cerrado,06/01/2021,10:33:54 AM,1,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,5/1/2021,12:55:21 PM,13:00:00,11,VILLA GRAL. MITRE,MAGARIÑOS CERVANTES; A.,1754,-34.60641633,-58.46552733,GCS Web,Femenino,Cerrado,06/01/2021,10:33:56 AM,1,
LIMPIEZA Y RECOLECCIÓN,CESTOS Y CONTENEDORES,VACIADO DE CONTENEDOR,QUEJA,5/1/2021,12:56:14 PM,13:00:00,9,PARQUE AVELLANEDA,ESCALADA AV.,1022,-34.64713775,-58.49233396,App BA 147,Femenino,Cerrado,06/01/2021,12:39:52 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE RESTOS DE JARDINERÍA DOMICILIARIA,SERVICIO,5/1/2021,1:02:56 PM,13:00:00,12,VILLA PUEYRREDON,CABEZON; JOSE LEON,2230,-34.57830066,-58.49764162,GCS Web,Femenino,Cerrado,06/01/2021,10:00:36 PM,1,
LIMPIEZA Y RECOLECCIÓN,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,5/1/2021,1:04:06 PM,13:00:00,7,PARQUE CHACABUCO,ZUVIRIA,350,-34.62905848,-58.43131306,App BA 147,Femenino,Cerrado,07/01/2021,1:13:06 PM,2,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,1:03:23 PM,13:00:00,5,ALMAGRO,INDEPENDENCIA AV.,3899,-34.62117526,-58.42038993,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:31:29 AM,4,
LIMPIEZA Y RECOLECCIÓN,DENUNCIA VIAL,VEHÍCULO MAL ESTACIONADO,DENUNCIA,2/1/2021,1:05:24 PM,13:00:00,4,BARRACAS,CASEROS AV.,498,-34.62684676,-58.37229377,App Denuncia Vial,Masculino,Cerrado,06/01/2021,8:31:29 AM,4,
LIMPIEZA Y RECOLECCIÓN,PLAGAS / ENFERMEDADES EN ÁRBOL,ÁRBOL CON ENFERMEDADES,REPORTE,5/1/2021,1:02:59 PM,13:00:00,9,LINIERS,MONTIEL,1130,-34.65154855,-58.52534994,App BA 147,Femenino,Abierto,,,,
